Incident.day	Incident.month	Incident.year	Victim.injury	State	Location	Latitude	Longitude	Shark.common.name	Shark.length.m	Provoked.unprovoked	No.sharks	Victim.activity	Injury.location	Injury.severity	Victim.gender	Victim.age	Time.of.incident
9	9	2014	fatal	NSW	"byron bay, clarkes beach"	-28.63333333	153.6	white shark	3.7	unprovoked	1	snorkelling	thigh	major lacerations	male	50	1030
26	9	2014	injured	NSW	" port macquarie, town beach"	-31.41666667	152.9166667	wobbegong		unprovoked	1	swimming	"arm, hand"	minor lacerations	female	13	
17	10	2014	injured	NSW	avoca beach	-33.45	151.4333333	wobbegong	1.0	provoked	1	boarding	foot	minor lacerations	female	13	0630
29	10	2014	injured	NSW	"wallabi point, old bar"	-31.98333333	152.5666667	wobbegong		provoked	1	boarding	foot	minor lacerations	male	20	1800
2	10	2014	injured	WA	"wylie bay, esperance"	-33.83333333	121.9166667	white shark	3.5	unprovoked	1	boarding	"arm, leg"	major lacerations	male	23	1100
10	11	2014	injured	NSW	moonee bay	-30.2	159.15	wobbegong		provoked	1	swimming	foot	punctures	male		0630
10	11	2014	injured	NSW	"casey's beach, bateman's bay"	-35.73333333	150.2	wobbegong	1.0	provoked	1	snorkelling	thigh	other: teeth marks	male		
29	11	2014	injured	NSW	"dee why beach, sydney"	-33.75	151.3	wobbegong	1.0	unprovoked	1	swimming	"thigh, right"	minor punctures	female		0530
29	11	2014	injured	WA	"pyramind's beach, dawesville"	-32.6	115.6166667	bronze whaler shark	2.3	unprovoked	1	boarding	leg	other: teeth marks	male	13	0625
29	12	2014	injured	NSW	booderee national park	-35.1338	150.686	unknown		unprovoked	1	boarding	"leg, ankle"	minor lacerations	male		0715
29	12	2014	fatal	WA	"cheynes beach, albany"	-34.88003124	118.404958	white shark	5.0	provoked	1	spearfishing	leg	major lacerations	male	17	1220
15	12	2014	fatal	QLD	"rudder reef, port douglas"	-16.2	145.75	tiger shark	3.3	provoked	1	spearfishing	"arm, leg"	major lacerations	male	18	1100
19	1	2015	uninjured	NSW	"byron bay, wategos beach"	-28.63333333	153.6166667	white shark		unprovoked	1	boarding	other: uninjured		female		
5	1	2015	injured	NSW	"port stephens, piggies beach"	-32.68333333	152.0333333	wobbegong		provoked	1	other: standing in water	foot	minor lacerations	male		1700
30	1	2015	uninjured	QLD	"nerang river, surfers paradise"	-27.63333333	153.45	bull shark	1.3	unprovoked	1	unmotorised boating	other: uninjured		male	57	0500
24	1	2015	uninjured	NSW	"ballina, flat rock"	-28.83333333	153.6	white shark		unprovoked	1	boarding	other: uninjured		male	36	1100
16	1	2015	injured	NSW	mollymook	-35.33333333	150.4666667	bronze whaler shark	2.5	provoked	1	spearfishing	hand	minor lacerations	male	17	
8	2	2015	injured	NSW	"ballina, seven mile beach"	-28.88333333	153.5666667	white shark		unprovoked	1	boarding	"torso, pelvic region"	major lacerations	male	35	0600
9	2	2015	fatal	NSW	"ballina, shelly beach"	-28.85	153.5833333	white shark	3.5	unprovoked	1	boarding	leg	major lacerations	male	41	
6	2	2015	injured	NSW	"merewether beach, newcastle"	-32.95	151.75	wobbegong		unprovoked	1	swimming	leg	minor lacerations	male		
24	3	2015	injured	NSW	"lord howe island, ned's beach"	-31.51666667	159.05	galapagos shark	1.3	provoked	1	swimming	leg	minor lacerations	female	43	1200
9	4	2015	injured	NSW	"lord howe island, ned's beach"	-31.51666667	159.05	galapagos shark	1.5	provoked	1	swimming	leg	minor lacerations	male	8	1630
11	4	2015	injured	NSW	"mackenzies beach, bateman's bay"	-35.8	150.2166667	wobbegong		provoked	1	boarding	foot	minor lacerations	male		0630
25	4	2015	injured	SA	fishery bay nr port lincoln	-34.86666667	135.7666667	white shark	6.0	unprovoked	1	boarding	leg	major lacerations	male	26	0945
3	5	2015	injured	NSW	"saltwater point, nr taree"	-32.01666667	152.5333333	white shark		unprovoked	1	boarding	"arm, hand"	major lacerations	male	46	1430
24	6	2015	injured	WA	"ocean beach, demark"	-35.01666667	117.3333333	white shark		unprovoked	1	boarding	"head, hand"	surface wound	female	37	0930
26	6	2015	injured	WA	"rottnest island, natural jetty"	-31.98333333	115.5333333	wobbegong	1.0	provoked	1	swimming	arm	minor lacerations	male	19	
24	6	2015	uninjured	NSW	"byron bay, belongi beach"	-28.63333333	153.6	white shark	3.0	unprovoked	1	boarding	other: uninjured		male	71	1115
1	6	2015	injured	NSW	"mill point, south durras"	-35.65	150.2833333	tiger shark	3.0	provoked	1	spearfishing	foot	minor lacerations	male	21	1700
21	7	2015	uninjured	QLD	burleigh heads	-28.1	153.465	white shark	2.0	unprovoked	1	boarding	other: uninjured		male		1000
25	7	2015	fatal	TAS	maria island	-42.63333333	147.9833333	white shark	4.3	provoked	1	diving	"torso, pelvic region"	major lacerations	male	47	0800
24	7	2015	uninjured	TAS	maria island	-42.63333333	147.9833333	white shark	4.3	provoked	1	diving	other: uninjured		male		0800
31	7	2015	injured	NSW	"evans head, main beach"	-29.1	153.4333333	white shark	3.0	unprovoked	1	boarding	"leg, hand"	major lacerations	male	51	0600
3	7	2015	uninjured	NSW	lennox head	-28.78333333	153.5833333	white shark		unprovoked	1	boarding	other: uninjured		male	51	0900
1	7	2015	injured	NSW	"yamba, flat rock, pippi beach"	-29.43333333	153.3666667	white shark		unprovoked	1	boarding	"arm, hand"	major lacerations	male		
23	7	2015	injured	VIC	tyrendarra beach	-38.25	141.7833333	white shark	1.8	unprovoked	1	boarding	"arm, hand"	minor lacerations	male	40	
2	7	2015	injured	NSW	"ballina, lighthouse beach"	-28.86666667	153.5833333	white shark	3.5	unprovoked	1	boarding	leg	major lacerations	male	32	1015
22	8	2015	injured	NSW	"port macquarie, lighthouse beach"	-31.46666667	152.9166667	white shark	2.7	unprovoked	1	boarding	thigh	major lacerations	male	38	1700
16	8	2015	uninjured	QLD	"davies reef, off townsville"	-18.83333333	147.6333333	tiger shark		unprovoked	1	boarding	other: uninjured		female		
8	9	2015	injured	NSW	"north shelly beach, gosford"	-33.05	152.5333333		2.0	provoked	1	boarding	"arm, hand"	minor lacerations	male	42	0615
4	9	2015	injured	NSW	black head beach	-32.06666667	152.5333333	white shark	2.5	unprovoked	1	boarding	foot	major lacerations	male	65	1200
26	9	2015	injured	QLD	"russell island, frankland islands, gbr"	-17.21666667	146.0833333		0.9	unprovoked	1	snorkelling	leg	major lacerations	female	7	
30	10	2015	injured	WA	"cheynes beach, albany, wa"	-34.88003124	118.404958	white shark		provoked	1	spearfishing	"arm, torso, hand, shoulder "	minor lacerations	male	50	1130
7	10	2015	injured	WA	"pyramids beach, mandurah"	-32.6	115.6166667	grey nurse shark		unprovoked	1	boarding	foot	minor lacerations	male	18	1650
10	11	2015	injured	NSW	"ballina, north wall"	-28.86666667	153.5833333	bull shark	3.0	unprovoked	1	boarding	thigh	major lacerations	male		1815
9	1	2016	injured	QLD	caloundra	-26.8	153.1333333	wobbegong	1.2	provoked	1	boarding	foot	major lacerations	male		
5	1	2016	injured	QLD	heron island	-23.43333333	151.9	blacktip reef shark		unprovoked	1	swimming	calf	major lacerations	male	11	
2	1	2016	injured	QLD	"miall island, yeppoon"	-23.15	150.9	tiger shark	3.0	provoked	1	spearfishing	"arm, leg"	major lacerations	male	31	1200
4	2	2016	uninjured	NSW	hams beach (part of caves beach)	-34	151.65	white shark	2.6	unprovoked	1	boarding	other: uninjured		male		
21	2	2016	injured	NSW	barrenjoey	-23.56666667	151.3166667	wobbegong		provoked	1	spearfishing	arm	minor lacerations	male		
11	2	2016	uninjured	TAS	"nettley bay, marrawah"	-40.91666667	144.6166667	white shark		unprovoked	1	boarding	other: uninjured		male		1230
11	3	2016	uninjured	NSW	cresent head	-31.18333333	152.9666667	white shark		unprovoked	1	boarding			male		
2	3	2016	injured	SA	wrights bay beach	-37.03333333	139.7333333	bronze whaler shark		provoked	1	fishing		minor lacerations	male		2330
28	3	2016	uninjured	NSW	"cronulla beach, sydney"	-34.03333333	151.15	white shark		unprovoked	1	boarding	other: uninjured		male		1100
30	3	2016	injured	NSW	"bombo beach, kiama"	-34.65	150.85	white shark		unprovoked	1	boarding	leg	major lacerations	male	22	1900
20	4	2016	injured	NSW	"main beach, byron bay"	-28.63333333	153.6	wobbegong	0.8	provoked	1	swimming	foot	minor lacerations	male	12	1030
31	5	2016	fatal	WA	"gearies beach, mandurah"	-32.58333333	115.6333333	white shark		unprovoked	1	boarding	leg	major lacerations	male	29	
31	5	2016	uninjured	NSW	kingscliff 	-28.25276667	153.5921833	bronze whaler shark	2.5	provoked	2	spearfishing	other: uninjured		male		1730
5	6	2016	fatal	WA	"one mile reef, mindarie"	-31.66666667	115.6666667	white shark	5.0	unprovoked	1	diving		major lacerations	female	60	
15	6	2016	injured	WA	coral bay coast	-23.02411667	113.1294	grey reef shark	1.8	provoked	1	spearfishing	other: uninjured		male	19	
26	6	2016	uninjured	NSW	minnamurra	-34.6215	150.8568	unknown		unprovoked	1	boarding	other: uninjured		male		1643
31	6	2016	uninjured	NSW	kingscliff	-28.2646	153.5777	bronze whaler shark		provoked	1	spearfishing	other: uninjured		male	23	1630
19	7	2016	uninjured	NSW	"big rocky, port stephens"	-32.717	152.1049	unknown		provoked	1	spearfishing	other: uninjured		male		morning
26	7	2016	uninjured	NSW	"sharpes beach, ballina"	-28.8377	153.6044	white shark	3.0	unprovoked	1	boarding	other: uninjured		male	18	1200
29	7	2016	uninjured	NSW	cauarina beach	-28.3037	153.5742	white shark	3.0	unprovoked	1	boarding	other: uninjured		male		740
16	9	2016	uninjured	VIC	"bells beach, winkipop reef"	-38.06115	144.04745	white shark 		unprovoked	1	boarding			male		
26	9	2016	injured	NSW	"lighthouse beach, ballina"	-28.86666667	153.5833333	white shark	3.5	unprovoked	1	boarding	leg	minor lacerations	male		
5	9	2016	uninjured	WA	"injidup beach, yallingup"	-33.11656667	114.1649	white shark		unprovoked	1	boarding	other: uninjured		male		
15	10	2016	injured	QLD	"kings beach, sunshine coast"	-27.335	153.235	white shark	4.0	unprovoked	1	boarding	"leg, torso"	minor lacerations	male		1800
12	10	2016	injured	NSW	"sharpes beach, ballina"	-28.83333333	153.6	white shark	3.5	unprovoked	1	boarding	leg	minor lacerations	male	20	1030
24	10	2016	injured	NSW	"tallows beach, byron bay"	-33.08945	151.0587667	white shark	2.9	unprovoked	1	boarding	leg	minor lacerations	male	36	
4	10	2016	injured	QLD	"whitehaven beach, whitsunday island"	-20.23333333	148.95	lemon shark	1.0	provoked	1	swimming	arm	minor lacerations	male	10	
1	12	2016	injured	NSW	"the ruin, booti booti national park"	-32.30595	152.52275	white shark	4.0	unprovoked	1	boarding	"arm, foot"	major lacerations	male	65	0900
10	12	2016	uninjured	QLD	lockhart river	-12.45183333	143.3444167	bull shark		provoked		spearfishing	other: uninjured		male	35	
24	12	2016	injured	WA	"bundegi sanctuary zone, exmouth"	-21.15741667	114.0218833	whaler shark		unprovoked		snorkelling	"torso, pelvic region"	minor lacerations	female		
15	12	2016	injured	WA	trigg beach	-31.14531667	115.1265			unprovoked		snorkelling	foot	minor lacerations	male	61	
21	1	2017	injured	QLD	"murry island, torres strait, (80km east)"	-9.863916667	144.7908167	whaler shark	4.0	unprovoked		snorkelling	"hand, arm, torso"	major lacerations	male	55	
3	1	2017	injured	NSW	merrimbula main beach	-36.88666667	149.9131833	wobbegong		provoked		swimming	foot	minor lacerations	male	19	
13	1	2017	injured	QLD	flaggy rock	-21.96676667	149.4843833			unprovoked	1	swimming	hand	minor lacerations	male	57	1330
8	1	2017	uninjured	QLD	northern tip of cape york (unknown location)	-10.65406667	142.5072333	whaler shark	2.8	provoked	1	spearfishing	other: uninjured		male		
24	2	2017	uninjured	WA	"falcon bay, mandurah"	-32.567	115.65			unprovoked	1	boarding			male		0730
18	2	2017	injured	QLD	hinchinbrook island	-18.24948333	146.1839333	tiger shark		unprovoked		snorkelling	leg	major lacerations	male	25	
25	2	2017	injured	WA	mauds point coral bay	-23.2411667	113.1294	bull shark		unprovoked	1	snorkelling	hand	minor lacerations	female		
19	3	2017	injured	NSW	"the farm, killalea state park"	-34.60465	150.8677833			unprovoked	1	boarding	"torso, pelvic region"	minor lacerations	male	30	1830
2	4	2017	uninjured	QLD	moreton bay off redcliff	-27.05206667	153.05745			unprovoked	1	unmotorised boating	other: uninjured		male		1500
2	4	2017	injured	NSW	"one mile beach, port stephens"	-32.7667	152.1127	grey nurse shark		provoked	1	boarding	left foot	minor lacerations	male	46	1700
17	4	2017	fatal	WA	"the kelp beds, wylie bay, esperance"	-33.83250092	121.9968696	white shark		unprovoked	1	boarding	leg	major lacerations	female	17	1600
4	6	2017	uninjured	NSW	avoca beach	-33.0775	151.0725	white shark	2.5	unprovoked	1	boarding	other: uninjured		male		1700
11	6	2017	uninjured	WA	"casuarina point, bunbury"	-33.3146	115.635	white shark	4.0	unprovoked	1	boarding					
29	8	2017	injured	VIC	"cathedral point, lorne"	-38.5367	143.9715	white shark	3.0	unprovoked	1	boarding	pelvic region	minor lacerations	male		
10	9	2017	injured	NSW	main beach illuka	-29.59387	153.3322	white shark		unprovoked		boarding					
25	9	2017	uninjured	WA	"north point beach, gracetown"	-33.8585	114.9843	white shark	3.5	unprovoked	1	boarding			female		
10	9	2017	injured	WA	"sams creek, karratha"	-20.61367	117.1863	whaler shark	1.0	unprovoked	1	swimming	leg		male		1500
22	10	2017	uninjured	SA	"lady bay, normanville, adelaide"	-35.448	138.318	white shark	4.0	unprovoked	1	unmotorised boating			female		
28	10	2017	injured	NSW	"birubi beach, port stephens"	-32.798333	152.079167	wobbegong		provoked	1	boarding	foot	minor lacerations	male	31	0900
13	11	2017	injured	NSW	avoca beach	-33.465	151.435	white shark	2.6	unprovoked	1	boarding	arm	minor lacerations	male	25	1600
11	12	2017	uninjured	NSW	"birubi, port stephens"	-32.7876	152.08002	grey nurse shark	1.2	unprovoked	1	boarding			male		540
28	1	2018	injured	WA	"cone bay, kimberley"	-16.4683	123.5353	bull shark		provoked	1	swimming			male		
13	1	2018	injured	NSW	"five islands, wollongong"	-34.425072	150.893143	white shark	3.5	unprovoked	1	snorkelling		surface wound	female	28	0900
5	1	2018	injured	WA	gracetown	-33.8416	115.0221	wobbegong		unprovoked		boarding	foot	minor lacerations	male		1800
14	1	2018	injured	QLD	lizard island	-14.668	145.4638	grey reef shark	2.0	provoked	1	snorkelling		major lacerations	male		
1	2	2018	uninjured	WA	"avalon point, mandurah"	-32.5361	115.7424	whaler shark		provoked	1	spearfishing			male	14	
15	2	2018	injured	NSW	"kiama surf beach, kiama"	-34.67	150.84	whaler shark	2.0	unprovoked	1	other: standing in water	"leg, foot"	minor lacerations	male	35	1620
5	2	2018	injured	WA	"mullaoo beach, joondalup"	-31.7789	115.7326	wobbegong	0.4	unprovoked	1	swimming	calf	minor lacerations	female	17	
15	2	2018	injured	WA	"rocky point, eagle bay"	-33.5638	115.0629	wobbegong		provoked		snorkelling	leg	minor lacerations	male		
23	2	2018	injured	NSW	"congwong beach, botany bay"	-33.993	151.1753	white shark	3.0	unprovoked	1	swimming	leg	major lacerations	female	55	1900
4	3	2018	uninjured	WA	hamelin bay	-34.2256	115.0609	tiger shark	2.0	provoked	1	snorkelling	other: uninjured		male		
9	3	2018	injured	VIC	"winkipop, bell's beach"	-38.37	144.28	bronze whaler shark	2.0	unprovoked	1	boarding	foot	minor lacerations	male	18	
16	4	2018	injured	WA	"lefthanders, gracetown"	-33.8416	115.0221	white shark	3.0	unprovoked	1	boarding	thigh	minor lacerations	male	41	1440
16	4	2018	injured	WA	"cobblestones beach, gracetown"	-33.8416	115.0221	white shark	4.0	unprovoked	1	boarding	calf	major lacerations	male	37	
25	4	2018	uninjured	WA	"main break, prevelly"	-33.9825	114.9922	white shark	3.0	unprovoked	1	boarding	other: uninjured		male	60	0930
11	5	2018	uninjured	WA	"lefthanders, gracetown"	-33.8416	115.0221	white shark	4.0	unprovoked	1	boarding	other: uninjured		female		1130
8	6	2018	injured	NSW	"arrawarra beach, coffs harbour"	-30.296	153.11	wobbegong		unprovoked	1	boarding	"calf, foot"	minor lacerations	male	19	
3	6	2018	uninjured	NSW	"flat rock, ballina"	-28.84	153.601	white shark		unprovoked	1	boarding	other: uninjured		male	37	
19	9	2018	injured	QLD	"cid harbour, whitsundays"	-20.25	148.9333	tiger shark		unprovoked	1	swimming		major lacerations	female		
20	9	2018	injured	QLD	"cid harbour, whitsundays"	-20.25	148.9333	tiger shark		unprovoked	1	swimming		major lacerations	female		
28	9	2018	injured	NT	"groote eylandt, arnhem land (east)"	-13.97	136.5933	bull shark		unprovoked	1				male	17	
20	10	2018	injured	NSW	"samurai beach, nsw"	-32.7667	152.0833	wobbegong		provoked	1	swimming			male		
5	11	2018	fatal	QLD	"cid harbour, whitsundays"	-20.25	148.9333			unprovoked	1	boarding	"leg, arm"		male		
28	11	2018	injured	NSW	"shelley beach, manly"	-33.37	151.4859	wobbegong		unprovoked	1	boarding	foot	punctures	male	28	1640
6	11	2018	injured	NSW	"shelly beach, ballina"	-28.8632	153.5944	white shark	2.6	unprovoked	1	boarding	thigh	minor lacerations	male	43	0645
15	11	2018	uninjured	QLD	"moffat beach, sunshine coast"	-26.791	153.139	tiger shark		unprovoked	1						
17	11	2018	injured	NSW	"seven mile beach, nowra"	-34.830278	150.7561	wobbegong		unprovoked	1	boarding	"leg, hand"	minor lacerations	male	24	1300
18	11	2018	injured	NT	nhulunbuy	-12.1825	136.7819	whaler shark		provoked	1	spearfishing	"arm, leg"	major lacerations	male	17	1000
11	11	2018	injured	WA	"pyramids beach, mandurah"	-32.6036	115.6304	grey nurse shark		unprovoked	1	boarding	foot	minor lacerations	male	20	0900
9	12	2018	injured	NSW	"the bar, nambucca river entrance"	-30.643181	153.008839			unprovoked							
15	12	2018	injured	NSW	"the entrance, gosford"	-33.425018	151.342224	wobbeogong	1.0	provoked	1.00	swimming	left foot	minor lacerations	male	68	1100
14	1	2019	injured	WA	north cottesloe	-31.989	115.7526	wobbegong		unprovoked	1	swimming	foot	minor lacerations	female	15	1130
	2	2019	uninjured	WA		-33.6702 Ê	114.9951	white shark		provoked	1	spearfishing			male	27	
4	2	2019	uninjured	NSW		-30.452	152.8979			unprovoked	1	boarding			male	50	615
11	2	2019	injured	NT	umbakumba - 12 km out to sea	-13.8611	136.8116	whitetip reef shark		provoked	1						
17	2	2019	injured	NSW	"belongil beach, byron bay"	-28.6337	153.6003	white shark		unprovoked	1	boarding	leg	major lacerations	male	41	0640
25	3	2019	injured	QLD	"block reef, whitsundays"	-18.156	147.48	grey reef shark		unprovoked	1	snorkelling	"thigh, pelvic region"	major lacerations	male	25	1230
20	4	2019	injured	NSW	tomaree	-32.7501	152.1459	grey nurse shark		provoked	1	spearfishing	arm	minor lacerations	male	18	1400
14	5	2019	injured	QLD	yandaran	-24.7293	152.101			unprovoked	1	swimming	"calf, foot"	minor lacerations	male	53	1620
7	6	2019	uninjured	TAS		-43.6523	146.277	white shark		provoked	1	diving			male		
5	6	2019	injured	NSW	lennox point	-28.7999	153.58	whaler shark		unprovoked	1						
28	7	2019	injured	QLD	"cape grenville, far north queensland"	-11.9667	143.2333	tiger shark		provoked	2	snorkelling	leg	major lacerations	female	21	1830
2	7	2019	injured	NSW	"shelly beach, manly"	-33.8005	151.2979	grey nurse shark		unprovoked	1	swimming	"leg, torso"	major lacerations	male	54	0530
9	7	2019	injured	QLD	"bells creek, sunshine coast"	-26.7994	153.0611	bull shark	1.0	unprovoked	1	boarding	arm	minor lacerations	male	43	0700
18	7	2019	injured	NSW	"wooyung beach, far north coast"	Ê-28.45602Ê	153.54457	bull shark	3.0	unprovoked	1	surfing	"leg, thigh"	major lacerations	male		
2	9	2019	injured	NSW	surf beach kiama	-34.6817	150.8511			unprovoked							
7	9	2019	uninjured	WA	"burns beach, perth"	-31.7247	115.7249	white shark	4.5	provoked	1	spearfishing			male		
29	10	2019	injured	QLD	"hook passage, whitsundays"	-21.957	148.1893					snorkelling			male		
29	10	2019	injured	QLD	"hook passage, whitsundays"	-20.3441	148.1893			unprovoked		snorkelling			male		
5	10	2019	uninjured	NSW	"lighthouse beach, seal rocks"	-32.4436	152.5279	white shark	2.5	unprovoked	1	boarding			male	29	
17	10	2019	uninjured	QLD	"woorim, bribie island, queensland"	-27.0609	153.2006				1	boarding			male	17	
30	11	2019	injured	QLD	"bargara, bundaberg"	-24.8312	152.4592			unprovoked		snorkelling	foot	minor lacerations	male	30	1900
7	12	2019	injured	WA	exmouth boat harbour	-20.3441	114.143										
17	12	2019	injured	NSW	"killalea beach, shellharbour"	-34.6038	150.8676	wobbegong		unprovoked	1	boarding	foot	minor lacerations	male	42	1900
30	12	2019	injured	QLD	north west island	-23.3	151.71	lemon shark			1	swimming			male		
5	1	2020	fatal	WA	"cull island, esperance"	-33.9222	121.9032	white shark		unprovoked		diving					
1	1	2020	uninjured	NSW	"gallows beach, coffs harbour"	-30.3119	153.1427	bull shark		unprovoked		boarding					
19	1	2020	uninjured	WA	"geordie bay, rottnest island"	-31.9908	115.5215	white shark		provoked	1	snorkelling			male		1415
8	1	2020	injured	QLD	"north west island, gladstone, qld"	-23.2951	151.7079	lemon shark		unprovoked		swimming					
17	1	2020	injured	NSW	"windang beach, wollongong, nsw"	-34.5343	150.8746			unprovoked	1	boarding	foot	minor lacerations	male	60	800
6	2	2020	injured	QLD	"lizard island, research station"	-14.6787	145.4483	lemon shark		unprovoked	1	swimming	"head, torso"	minor lacerations	female	64	700
21	4	2020	injured	NSW	"killick creek, crescent head"	-31.19	152.98	wobbegong		unprovoked	1	swimming	foot	minor lacerations	female	55	800
7	4	2020	fatal	QLD	north west island	-23.2951	151.7079			unprovoked	1	swimming	"arm, leg, torso"		male	23	
19	4	2020	uninjured	WA	"steps surf break, lighthouse bay, exmouth"	-21.93	114.117778	bull shark		unprovoked	1	boarding			male	10	1500
6	4	2020	uninjured	NSW	"surf beach, kiama"	-34.6817	150.8511	bull shark		unprovoked	1	boarding			male	21	
8	5	2020	injured	VIC	bells beach	-38.3669	144.2847	whaler shark		unprovoked	1	boarding	leg	minor lacerations	male	23	
7	6	2020	fatal	NSW	"casuarina beach, kingscliff "	-28.2778	153.5774	white shark		unprovoked	1	boarding	thigh		male	60	1000
6	6	2020	injured	WA	"tantabiddi beach, ningaloo"	-22.6799	113.698			unprovoked	1	boarding			female		1030
13	6	2020	uninjured	NSW	macmasters beach	-33.49762	151.420378	white shark	3	unprovoked	1	boarding					
14	6	2020	uninjured	NSW	"bulli, illawarra"	-34.33834	150.91347	bronze whaler shark	2.5	provoked	1	spearfishing			female	16	
14	6	2020	uninjured	NSW	"bulli, illawarra"	-34.33834	150.91347	bronze whaler shark	2.5	provoked	1	spearfishing			male	13	
14	6	2020	uninjured	NSW	"bulli, illawarra"	-34.33834	150.91347	bronze whaler shark	2.5	provoked	1	spearfishing			male	13	
31	7	2020	injured	WA	bunker bay	-33.5427	115.0392	white shark		unprovoked	1						
14	7	2020	injured	QLD	"fitzroy island, cairns"	-16.9337	145.9943	whaler shark		unprovoked	1	swimming	"leg, foot"	major lacerations	female	29	1100
4	7	2020	fatal	QLD	"fraser island, sunshine coast"	-25.2398	153.1325	whaler shark		provoked	1	snorkelling	"leg, foot"		male	36	1400
17	7	2020	injured	TAS	"stanley, north west coast"	-40.7667	145.3	white shark		provoked	1	fishing	"arm, torso, head"	major lacerations	male	10	
8	7	2020	uninjured	NSW	"terrigal, central coast"	-33.44815Ê	151.44666	dusky shark		unprovoked	1	swimming			female	55	1915
11	7	2020	fatal	NSW	"wooli beach, wilsons headland, mid north coast"	-29.853	153.2715	white shark		unprovoked	1	boarding		major lacerations	male	15	1430
15	8	2020	injured	NSW	"shelly beach, port macquarie"	-31.4333	152.9	white shark		unprovoked	1	boarding	leg	major lacerations	female	35	930
8	9	2020	fatal	QLD	"greenmount beach, gold coast"	-28.164	153.5476	white shark		unprovoked							
17	9	2020	uninjured	NSW	cabarita beach 	-28.33362	153.569698	white shark	3.5	provoked	1	boarding			male	43	1630
21	9	2020	uninjured	NSW	"birubi, port stephens"	-32.7876Ê	152.08002	whaler shark	2	unprovoked	1	standing	leg	minor lacerations	male	46	550
21	9	2020	injured	NSW	"birubi, port stephens"	-32.7876Ê	153.08002	wobbegong	2	unprovoked	1	boarding	leg	minor lacerations	male		1730
20	10	2020	injured	NSW	"magic point, maroubra"	-33.950	151.267	white shark	4	unprovoked	1	scuba diving	leg	minor lacerations	male	45	1430
21	10	2020	uninjured	NSW	"queenscliff, north steyne"	-38.26789	144.66193	whaler shark	1	unprovoked	1	boarding			male	28	1920
25	10	2020	injured	QLD	"britomart reef, hinchinbrook island"	-18.25	146.666944	bull shark		provoked	1	spearfishing	leg	major lacerations	male	59	1200
9	10	2020	fatal	WA	"kelps beds, esperance "	-34.8611	121.8919	white shark		unprovoked	1	boarding			male		
22	11	2020	fatal	WA	"cable beach, broome"	-17.9319	122.2081	bull shark		unprovoked	1	boarding			male	50	845
26	11	2020	uninjured	QLD	"magpie reef, princess charlotte bay, cape york"	-13.7333	143.8667	hammerhead shark		provoked	1	fishing			male		
2	11	2020	injured	NSW	"town beach, port macquarie"	-31.4295	152.9193	wobbegong		unprovoked	1	boarding	"hand, foot"	minor lacerations	male	13	600
9	12	2020	injured	WA	"cable beach, broome"	-17.9319	122.2081	bull shark		unprovoked	1	boarding			male		700
6	12	2020	injured	SA	"d'estrees bay, kangaroo island"	-35.9295	137.5966	white shark		unprovoked	1	boarding			male	29	1420
23	1	2021	injured	NSW	lake macquarie	-33.0833	151.5833	bull shark		unprovoked	1	swimming			male		1830
30	1	2021	injured	WA	"melaleuca beach, cowaramup bay, gracetown"	-33.8640	114.9864	wobbegong		unprovoked	1	swimming	foot	minor lacerations	female	46	1030
14	1	2021	injured	WA	"swan river, point walter reserve, bicton"	-32.0117	115.7866	bull shark		unprovoked	1	swimming		major lacerations	male	50	800
14	2	2021	injured	WA	lancelin back beach	-31.034	115.3356	wobbegong		unprovoked	1	boarding					
7	3	2021	uninjured	NSW	"cronulla beach, sydney"	-34.0557	151.1551	wobbegong		unprovoked	1	boarding			male	28	800
27	3	2021	uninjured	WA	"deepene beach, elephant rock, hamelin bay"	-34.2763	115.052	wobbegong	1	provoked	1	spearfishing			male		
13	3	2021	injured	NSW	merimbula main beach	-36.8875	149.9059			unprovoked	1	swimming	"torso, pelvic region"	major lacerations	female	63	700
27	3	2021	injured	WA	"sandy point, warroora station, coral bay"	-23.325	113.791	bull shark		provoked	1	spearfishing	calf	minor lacerations	male		1220
20	3	2021	uninjured	WA	yallingup	-33.6397	115.0263	blacktip reef shark	2	unprovoked	1	boarding			male		1500
19	4	2021	injured	WA	dampier boat ramp	-20.6564	116.7081	blacktip reef shark	0.8	unprovoked	1	swimming	foot		male	33	1540
21	5	2021	injured	WA	quondong beach	-17.5804	122.1571	tiger shark 	3	provoked	1	spearfishing	"arm, hand"	minor lacerations	male	48	1120
18	5	2021	fatal	NSW	tuncurry beach	-32.1521	152.5053	white shark	4.5	unprovoked	1	boarding			male		1100
11	6	2021	injured	WA	"five fingers reef, coral bay"	-23.1423	113.7723	tiger shark 	2	unprovoked	1	snorkelling	foot		male	10	
23	6	2021	injured	WA	"gumtree bay, leeman"	-29.9453	114.9824	white shark	4	provoked	1	spearfishing	"calf, foot"	minor lacerations	male	25	1420
5	7	2021	injured	NSW	killick beach at crescent head	-31.1295	153.0011	white shark		unprovoked	1	boarding	arm		male	25	
27	7	2021	injured	WA	varanus island	-20.6517	115.5785	lemon shark		provoked	1	motorised boating	"leg, pelvic region"	minor lacerations	male	32	
5	9	2021	fatal	NSW	emerald beach	-30.1575	153.1502	white shark		unprovoked	1	boarding	arm		male	31	1100
